index,time_ns,value,count,values
1048,2912252324429,34180.0,16,34180.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1049,2912252720429,34189.0,16,34189.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1050,2912253005762,34213.0,16,34213.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1051,2912253373763,34233.0,16,34233.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1052,2912253693096,34254.0,16,34254.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1053,2912454853861,34213.0,16,34213.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1054,2912455502528,34120.0,16,34120.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1055,2912455781861,34030.0,16,34030.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1056,2912457047195,33968.0,16,33968.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1057,2912457355862,33932.0,16,33932.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1058,2912644145287,33929.0,16,33929.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1059,2912644633287,33945.0,16,33945.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1060,2912644911954,33951.0,16,33951.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1061,2912645187954,33947.0,16,33947.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1062,2912645472621,33946.0,16,33946.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1063,2912846498719,33951.0,16,33951.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1064,2912846913386,33976.0,16,33976.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1065,2912847210719,33986.0,16,33986.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1066,2912847485386,34004.0,16,34004.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1067,2912847782053,34042.0,16,34042.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1068,2913048884151,34075.0,16,34075.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1069,2913049292818,34101.0,16,34101.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1070,2913049571485,34130.0,16,34130.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1071,2913049848818,34130.0,16,34130.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1072,2913051876819,34047.0,16,34047.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1073,2913253326918,33956.0,16,33956.0;-32645.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1074,2913253716251,33894.0,16,33894.0;-32645.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1075,2913254018918,33857.0,16,33857.0;-32645.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1076,2913254283585,33852.0,16,33852.0;-32645.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1077,2913254542251,33866.0,16,33866.0;-32645.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1078,2913464828354,33868.0,16,33868.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1079,2913465231688,33878.0,16,33878.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1080,2913465509021,33885.0,16,33885.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1081,2913465785688,33900.0,16,33900.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1082,2913466062355,33906.0,16,33906.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1083,2913666190452,33924.0,16,33924.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1084,2913666591119,33949.0,16,33949.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1085,2913667635787,33978.0,16,33978.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1086,2913667952453,34016.0,16,34016.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1087,2913668233120,34051.0,16,34051.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1088,2913669051121,34079.0,16,34079.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1089,2913866511884,34118.0,16,34118.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1090,2913866946551,34162.0,16,34162.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1091,2913867223884,34199.0,16,34199.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1092,2913867514551,34218.0,16,34218.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1093,2913867790551,34167.0,16,34167.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1094,2914061058645,34080.0,16,34080.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1095,2914061466645,34019.0,16,34019.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1096,2914061767979,33983.0,16,33983.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1097,2914062045979,33974.0,16,33974.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1098,2914062363313,33983.0,16,33983.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1099,2914264466078,33999.0,16,33999.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1100,2914264892078,34012.0,16,34012.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1101,2914265171412,34010.0,16,34010.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1102,2914265456078,34019.0,16,34019.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1103,2914265728745,34045.0,16,34045.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1104,2914477964182,34058.0,16,34058.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1105,2914478363516,34086.0,16,34086.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1106,2914478642849,34115.0,16,34115.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1107,2914478916849,34140.0,16,34140.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1108,2914479194849,34179.0,16,34179.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1109,2914669592942,34214.0,16,34214.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1110,2914670133609,34251.0,16,34251.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1111,2914670416276,34293.0,16,34293.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1112,2914670692276,34316.0,16,34316.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1113,2914670968943,34284.0,16,34284.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1114,2914872531042,34204.0,16,34204.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1115,2914872984375,34122.0,16,34122.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1116,2914873265042,34080.0,16,34080.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1117,2914873539709,34062.0,16,34062.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1118,2914873814375,34059.0,16,34059.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1119,2915073191140,34073.0,16,34073.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1120,2915074852474,34087.0,16,34087.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1121,2915075178474,34093.0,16,34093.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1122,2915075455141,34107.0,16,34107.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1123,2915075731141,34115.0,16,34115.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1124,2915277601239,34144.0,16,34144.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1125,2915278011240,34164.0,16,34164.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1126,2915278290573,34186.0,16,34186.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1127,2915278603240,34212.0,16,34212.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1128,2915278882573,34254.0,16,34254.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1129,2915489058676,34290.0,16,34290.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1130,2915489472676,34321.0,16,34321.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1131,2915489758010,34364.0,16,34364.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1132,2915490135343,34386.0,16,34386.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1133,2915490437343,34345.0,16,34345.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1134,2915681509437,34265.0,16,34265.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1135,2915681944770,34188.0,16,34188.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1136,2915682228104,34150.0,16,34150.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1137,2915682507437,34141.0,16,34141.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1138,2915682788770,34142.0,16,34142.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1139,2915683065437,34155.0,16,34155.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1140,2915882854868,34166.0,16,34166.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1141,2915883255535,34181.0,16,34181.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1142,2915885274869,34191.0,16,34191.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1143,2915885585536,34205.0,16,34205.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1144,2915885864870,34222.0,16,34222.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1145,2916088156302,34245.0,16,34245.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1146,2916088602302,34262.0,16,34262.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1147,2916088887635,34304.0,16,34304.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1148,2916089249636,34334.0,16,34334.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1149,2916089530302,34371.0,16,34371.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1150,2916288778400,34404.0,16,34404.0;-32645.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1151,2916289209067,34444.0,16,34444.0;-32645.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1152,2916290322400,34469.0,16,34469.0;-32645.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1153,2916290619734,34434.0,16,34434.0;-32645.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1154,2916290893734,34358.0,16,34358.0;-32645.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1155,2916505269839,34298.0,16,34298.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1156,2916506171839,34275.0,16,34275.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1157,2916506463839,34267.0,16,34267.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1158,2916506737839,34276.0,16,34276.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1159,2916507011840,34301.0,16,34301.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1160,2916692973930,34310.0,16,34310.0;11726.0;-3072.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1161,2916693367931,34330.0,16,34330.0;11726.0;-3072.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1162,2916693657931,34340.0,16,34340.0;11726.0;-3072.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1163,2916693931264,34362.0,16,34362.0;11726.0;-3072.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1164,2916694206598,34382.0,16,34382.0;11726.0;-3072.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1165,2916895058029,34413.0,16,34413.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1166,2916895492696,34424.0,16,34424.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1167,2916895773363,34457.0,16,34457.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1168,2916896047363,34499.0,16,34499.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1169,2916896380030,34526.0,16,34526.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1170,2917098460128,34563.0,16,34563.0;-32645.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1171,2917098868795,34592.0,16,34592.0;-32645.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1172,2917099144129,34598.0,16,34598.0;-32645.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1173,2917099443462,34554.0,16,34554.0;-32645.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1174,2917099719462,34508.0,16,34508.0;-32645.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1175,2917100707463,34460.0,16,34460.0;-32645.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1176,2917319149569,34440.0,16,34440.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1177,2917319608236,34454.0,16,34454.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1178,2917319890903,34474.0,16,34474.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1179,2917320268237,34496.0,16,34496.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1180,2917320548237,34523.0,16,34523.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1181,2917503343659,34530.0,16,34530.0;-32645.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1182,2917503731660,34551.0,16,34551.0;-32645.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1183,2917504027660,34564.0,16,34564.0;-32645.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1184,2917505424327,34600.0,16,34600.0;-32645.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1185,2917505739661,34623.0,16,34623.0;-32645.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1186,2917705854425,34662.0,16,34662.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1187,2917706247759,34690.0,16,34690.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1188,2917706533759,34716.0,16,34716.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1189,2917706829092,34757.0,16,34757.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1190,2917707125759,34789.0,16,34789.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1191,2917915970528,34785.0,16,34785.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1192,2917916386528,34755.0,16,34755.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1193,2917919243196,34709.0,16,34709.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1194,2917919565196,34696.0,16,34696.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1195,2917919841196,34682.0,16,34682.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1196,2918116140625,34699.0,16,34699.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1197,2918116573292,34724.0,16,34724.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1198,2918118618627,34752.0,16,34752.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1199,2918118925960,34767.0,16,34767.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1200,2918119201293,34798.0,16,34798.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1201,2918328209396,34822.0,16,34822.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1202,2918328616062,34845.0,16,34845.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1203,2918328895396,34876.0,16,34876.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1204,2918329175396,34901.0,16,34901.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1205,2918329452729,34924.0,16,34924.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1206,2918514651487,34958.0,16,34958.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1207,2918515072820,34989.0,16,34989.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1208,2918515360154,35029.0,16,35029.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1209,2918515657487,35041.0,16,35041.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1210,2918515973487,35019.0,16,35019.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1211,2918719166253,34978.0,16,34978.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1212,2918719578253,34936.0,16,34936.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
