index,time_ns,value,count,values
714,2898881278567,34928.0,16,34928.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
715,2898881550567,34945.0,16,34945.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
716,2899082613998,34954.0,16,34954.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
717,2899083006665,34976.0,16,34976.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
718,2899086070000,34998.0,16,34998.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
719,2899086398000,35010.0,16,35010.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
720,2899086683334,35034.0,16,35034.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
721,2899285408764,35068.0,16,35068.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
722,2899285813431,35093.0,16,35093.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
723,2899286090098,35121.0,16,35121.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
724,2899286363431,35099.0,16,35099.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
725,2899286675431,35059.0,16,35059.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
726,2899503680871,35015.0,16,35015.0;-32645.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
727,2899507522872,34986.0,16,34986.0;-32645.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
728,2899507837539,34985.0,16,34985.0;-32645.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
729,2899508105539,34992.0,16,34992.0;-32645.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
730,2899508365539,35008.0,16,35008.0;-32645.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
731,2899688936961,35025.0,16,35025.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
732,2899689348961,35036.0,16,35036.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
733,2899689629628,35050.0,16,35050.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
734,2899689904961,35066.0,16,35066.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
735,2899690274295,35083.0,16,35083.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
736,2899891425060,35102.0,16,35102.0;-32645.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
737,2899891821060,35122.0,16,35122.0;-32645.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
738,2899892098394,35139.0,16,35139.0;-32645.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
739,2899892369727,35165.0,16,35165.0;-32645.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
740,2899892642394,35163.0,16,35163.0;-32645.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
741,2900095788493,35128.0,16,35128.0;-32645.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
742,2900096333160,35070.0,16,35070.0;-32645.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
743,2900096615160,35032.0,16,35032.0;-32645.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
744,2900096891160,35019.0,16,35019.0;-32645.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
745,2900097170494,35019.0,16,35019.0;-32645.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
746,2900311469265,35038.0,16,35038.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
747,2900311903932,35045.0,16,35045.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
748,2900312202599,35060.0,16,35060.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
749,2900312477932,35068.0,16,35068.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
750,2900312779266,35078.0,16,35078.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
751,2900499738024,35096.0,16,35096.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
752,2900500980024,35108.0,16,35108.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
753,2900501266691,35132.0,16,35132.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
754,2900501544691,35148.0,16,35148.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
755,2900501820691,35164.0,16,35164.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
756,2900502096691,35154.0,16,35154.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
757,2900701282122,35108.0,16,35108.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
758,2900701692122,35048.0,16,35048.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
759,2900701972122,35000.0,16,35000.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
760,2900702288122,34971.0,16,34971.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
761,2900702568123,34973.0,16,34973.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
762,2900903632221,34986.0,16,34986.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
763,2900904019554,34998.0,16,34998.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
764,2900904306221,35001.0,16,35001.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
765,2900904583555,35013.0,16,35013.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
766,2900904871555,35019.0,16,35019.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
767,2901115916324,35027.0,16,35027.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
768,2901118668326,35033.0,16,35033.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
769,2901119026993,35044.0,16,35044.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
770,2901119306993,35060.0,16,35060.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
771,2901119583660,35044.0,16,35044.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
772,2901320839758,34992.0,16,34992.0;-32645.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
773,2901321233758,34927.0,16,34927.0;-32645.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
774,2901321531758,34866.0,16,34866.0;-32645.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
775,2901321804425,34830.0,16,34830.0;-32645.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
776,2901322075758,34805.0,16,34805.0;-32645.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
777,2901517592521,34805.0,16,34805.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
778,2901518006521,34813.0,16,34813.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
779,2901518285188,34821.0,16,34821.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
780,2901518569854,34819.0,16,34819.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
781,2901518845188,34823.0,16,34823.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
782,2901714434617,34820.0,16,34820.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
783,2901714837950,34834.0,16,34834.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
784,2901715115950,34851.0,16,34851.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
785,2901715429950,34851.0,16,34851.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
786,2901715705951,34870.0,16,34870.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
787,2901918845383,34829.0,16,34829.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
788,2901919260050,34748.0,16,34748.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
789,2901919540717,34661.0,16,34661.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
790,2901919823384,34601.0,16,34601.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
791,2901920186050,34576.0,16,34576.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
792,2902120852815,34569.0,16,34569.0;11726.0;-3072.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
793,2902121294815,34567.0,16,34567.0;11726.0;-3072.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
794,2902121578815,34569.0,16,34569.0;11726.0;-3072.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
795,2902121854816,34567.0,16,34567.0;11726.0;-3072.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
796,2902122132816,34570.0,16,34570.0;11726.0;-3072.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
797,2902332722919,34573.0,16,34573.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
798,2902333196919,34585.0,16,34585.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
799,2902335869587,34581.0,16,34581.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
800,2902337130921,34598.0,16,34598.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
801,2902337458254,34638.0,16,34638.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
802,2902524185012,34652.0,16,34652.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
803,2902524561679,34624.0,16,34624.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
804,2902524819679,34548.0,16,34548.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
805,2902525091013,34457.0,16,34457.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
806,2902525369679,34389.0,16,34389.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
807,2902525627013,34359.0,16,34359.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
808,2902726371777,34344.0,16,34344.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
809,2902726839111,34358.0,16,34358.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
810,2902727117778,34365.0,16,34365.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
811,2902727393111,34362.0,16,34362.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
812,2902727666445,34368.0,16,34368.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
813,2902927787876,34380.0,16,34380.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
814,2902928182543,34378.0,16,34378.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
815,2902928478543,34391.0,16,34391.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
816,2902928752543,34405.0,16,34405.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
817,2902929046543,34436.0,16,34436.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
818,2903131201975,34460.0,16,34460.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
819,2903131612642,34491.0,16,34491.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
820,2903131899975,34529.0,16,34529.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
821,2903132199309,34553.0,16,34553.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
822,2903132477309,34523.0,16,34523.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
823,2903344776079,34430.0,16,34430.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
824,2903345211413,34353.0,16,34353.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
825,2903345533413,34297.0,16,34297.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
826,2903345827413,34263.0,16,34263.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
827,2903346108080,34263.0,16,34263.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
828,2903537330840,34267.0,16,34267.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
829,2903537752840,34290.0,16,34290.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
830,2903538032840,34296.0,16,34296.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
831,2903538309507,34290.0,16,34290.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
832,2903539536175,34301.0,16,34301.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
833,2903738492272,34311.0,16,34311.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
834,2903738923605,34324.0,16,34324.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
835,2903739204272,34344.0,16,34344.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
836,2903739482939,34371.0,16,34371.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
837,2903741510273,34404.0,16,34404.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
838,2903939866370,34424.0,16,34424.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
839,2903940364370,34459.0,16,34459.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
840,2903941267704,34498.0,16,34498.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
841,2903941549704,34534.0,16,34534.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
842,2903941858371,34518.0,16,34518.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
843,2904143304469,34447.0,16,34447.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
844,2904143715136,34368.0,16,34368.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
845,2904144056470,34328.0,16,34328.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
846,2904144333803,34306.0,16,34306.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
847,2904144616470,34313.0,16,34313.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
848,2904358897241,34319.0,16,34319.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
849,2904359296575,34331.0,16,34331.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
850,2904359541908,34328.0,16,34328.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
851,2904359785242,34358.0,16,34358.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
852,2904360121909,34375.0,16,34375.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
853,2904360373242,34392.0,16,34392.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
854,2904547117333,34404.0,16,34404.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
855,2904547516000,34426.0,16,34426.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
856,2904547798000,34448.0,16,34448.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
857,2904548076000,34475.0,16,34475.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
858,2904548354000,34504.0,16,34504.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
859,2904749505432,34537.0,16,34537.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
860,2904749921432,34572.0,16,34572.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
861,2904752031433,34589.0,16,34589.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
862,2904752327433,34552.0,16,34552.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
863,2904752619433,34476.0,16,34476.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
864,2904953486198,34407.0,16,34407.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
865,2904953898198,34351.0,16,34351.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
866,2904954213532,34333.0,16,34333.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
867,2904954494199,34337.0,16,34337.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
868,2904954770866,34337.0,16,34337.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
869,2905155326963,34354.0,16,34354.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
870,2905155749630,34361.0,16,34361.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
871,2905156033630,34373.0,16,34373.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
872,2905156318964,34380.0,16,34380.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
873,2905156616297,34392.0,16,34392.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
874,2905368840401,34417.0,16,34417.0;-32645.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
875,2905369247735,34441.0,16,34441.0;-32645.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
876,2905369523735,34460.0,16,34460.0;-32645.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
877,2905369795068,34492.0,16,34492.0;-32645.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
878,2905370167068,34520.0,16,34520.0;-32645.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
879,2905559179827,34548.0,16,34548.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
880,2905559589828,34584.0,16,34584.0;-32618.0;-4528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
